Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, m12i, m21i, T1, T2, P , p_misid)
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, m12i, m21i, T1, T2, P , p_misid)
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, m12i, m21i, T1, T2, P , p_misid)
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, m12i, m21i, T1, T2, P , p_misid)
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, m12i, m21i, T1, T2, P , p_misid)
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, m12i, m21i, T1, T2, P , p_misid)
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, m12i, m21i, T1, T2, P , p_misid)
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, m12i, m21i, T1, T2, P , p_misid)
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, m12i, m21i, T1, T2, P , p_misid)
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, m12i, m21i, T1, T2, P , p_misid)
1	Round_1_Replicate_1	-9881.96	19783.92	146056605.59	682.3	1.7222,1.2176,0.8221,2.7367,6.6594,0.0784,0.1203,1.1261,0.99,0.5025
1	Round_1_Replicate_1	-24569.16	49158.32	501222.29	307.43	0.3519,10.3372,0.5318,1.4454,7.6647,1.338,0.1878,0.892,0.9899,0.9899
1	Round_1_Replicate_1	-22070.36	44160.72	321072.97	535.21	0.2527,2.5529,11.8502,0.867,0.3105,3.3825,1.186,0.9256,0.0618,0.9899
1	Round_1_Replicate_1	-23534.27	47088.54	499743.33	833.07	0.1825,1.902,0.0942,0.7591,0.2354,2.3128,0.062,0.8737,0.5565,0.9899
1	Round_1_Replicate_1	-10536.66	21093.32	83212.54	381.75	0.1643,12.1967,0.2975,1.6478,0.6844,2.5162,2.4503,3.3892,0.0988,0.131
1	Round_1_Replicate_1	-7542.03	15104.06	12752.37	1045.3	1.0204,0.3486,3.7017,0.4416,1.2725,2.0183,0.3115,0.2486,0.0849,0.1226
1	Round_1_Replicate_1	-23910.29	47840.58	433613.54	546.45	0.1671,1.848,3.351,0.0791,0.5276,0.0975,0.2377,6.0012,0.9899,0.9899
1	Round_1_Replicate_1	-19522.43	39064.86	179351.5	685.29	0.1409,2.2143,12.7614,0.0824,0.0948,1.8765,0.1504,4.9193,0.4855,0.9895
1	Round_1_Replicate_1	-20880.58	41781.16	207230.6	2555.87	0.2084,0.371,0.3097,12.0828,0.4774,4.414,0.229,6.6541,0.5156,0.9899
1	Round_1_Replicate_1	-22095.03	44210.06	49083543021.36	758.34	1.0957,0.9578,0.0921,6.8892,0.7719,9.7659,1.6952,6.428,0.9899,0.9899
1	Round_1_Replicate_2	-32160.85	64341.7	1865579.53	351.72	14.9099,0.569,5.2156,1.8239,0.1235,0.0814,0.8137,0.1214,0.2493,0.9898
1	Round_1_Replicate_2	-12845.86	25711.72	46722507166.37	188.57	5.4783,9.9489,0.6224,1.0735,13.0722,0.5035,1.8105,0.3135,0.9899,0.3742
1	Round_1_Replicate_2	-15180.17	30380.34	140406.34	905.89	0.082,8.7268,0.538,1.2566,5.6117,14.2056,0.7958,0.2328,0.99,0.99
1	Round_1_Replicate_2	-4354.16	8728.32	4163.62	2223.69	0.1848,0.4284,2.0696,3.8388,0.3966,11.207,3.6336,1.9378,0.4334,0.1668
